date,time,latitude,longitude,depth,magnitude,magtype,source
2011-02-03,19:26:45,71.36,141.22,,1.9,M,db_earthquakes_of_Russia
2011-02-09,12:34:52,72.08,128.19,,2.5,M,db_earthquakes_of_Russia
2011-02-12,09:49:51,74.72,135.71,,2.8,M,db_earthquakes_of_Russia
2011-02-16,21:34:49,71.27,130.6,,1.9,M,db_earthquakes_of_Russia
2011-02-18,00:26:55,71.2571,130.1122,10.0,3.73,mb,ISC
2011-03-01,02:27:36,78.4511,128.4226,0.0,3.3,mb,ISC
2011-03-25,22:44:12,70.5,135.83,,1.9,M,db_earthquakes_of_Russia
2011-03-26,11:55:43,72.93,125.96,,2.7,M,db_earthquakes_of_Russia
2011-03-28,15:23:19,72.47,125.11,,2.1,M,db_earthquakes_of_Russia
2011-03-29,07:03:41,72.32,125.08,,2.3,M,db_earthquakes_of_Russia
2011-04-10,10:01:09,72.4,124.83,,2.4,M,db_earthquakes_of_Russia
2011-04-10,21:36:19,72.68,124.97,,2.2,M,db_earthquakes_of_Russia
2011-04-14,14:57:44,74.08,129.69,,2.3,M,db_earthquakes_of_Russia
2011-04-20,02:16:53,79.2861,124.5248,10.0,3.54,mb,ISC
2011-05-12,11:50:45,71.14,130.28,,2.4,M,db_earthquakes_of_Russia
2011-05-15,10:58:26,73.14,123.36,17.0,3.1,M,db_earthquakes_of_Russia
2011-05-15,11:57:22,73.25,123.24,14.0,3.3,M,db_earthquakes_of_Russia
2011-05-16,06:49:59,72.77600000000001,120.68799999999999,10.0,4.1,mb,USGS
2011-05-16,07:02:44,72.82,120.95,10.0,3.4,M,db_earthquakes_of_Russia
2011-05-16,11:31:06,73.06,122.58,,2.4,M,db_earthquakes_of_Russia
2011-05-16,18:40:48,73.28,122.86,,2.3,M,db_earthquakes_of_Russia
2011-05-17,08:18:17,73.6,124.01,,2.2,M,db_earthquakes_of_Russia
2011-05-20,04:51:49,72.813,121.29,47.2,4.8,mb,USGS
2011-05-20,06:06:09,73.39,123.34,,2.4,M,db_earthquakes_of_Russia
2011-05-29,16:48:42,73.69,123.9,,2.9,M,db_earthquakes_of_Russia
2011-06-07,17:13:23,74.752,131.5127,10.0,3.8,mb,ISC
2011-06-09,04:06:00,76.2696,130.4745,10.0,3.76,mb,ISC
2011-06-29,11:06:53,75.0137,133.381,0.0,3.6,mb,ISC
2011-07-16,06:42:23,74.27600000000001,134.586,10.0,4.4,mb,USGS
2011-07-23,17:59:22,74.39699999999999,132.939,10.0,4.9,mb,USGS
2011-08-08,19:54:47,75.4522,134.082,0.0,3.7,mb,ISC
2011-08-18,13:32:30,71.46,132.21,,2.4,M,db_earthquakes_of_Russia
2011-08-18,14:17:58,70.82,129.27,,2.3,M,db_earthquakes_of_Russia
2011-08-20,05:57:41,79.361,124.16,10.0,4.5,mb,USGS
2011-08-22,16:14:29,72.35,144.23,,2.6,M,db_earthquakes_of_Russia
2011-09-04,23:22:33,72.65,142.15,,2.2,M,db_earthquakes_of_Russia
2011-09-13,15:31:41,71.21,140.96,,2.4,M,db_earthquakes_of_Russia
2011-09-18,13:05:28,71.87,132.91,,2.6,M,db_earthquakes_of_Russia
2011-09-19,15:38:28,72.47,132.98,,1.8,M,db_earthquakes_of_Russia
2011-09-28,14:58:29,72.3062,143.4139,10.0,3.43,mb,ISC
2011-09-29,16:08:19,79.203,123.59200000000001,10.0,4.0,M,db_earthquakes_of_Russia
2011-10-17,00:16:37,70.5,131.2,,2.4,M,db_earthquakes_of_Russia
2011-11-02,20:45:16,71.07,123.03,,1.8,M,db_earthquakes_of_Russia
2011-11-03,08:35:22,70.16,130.94,,2.0,M,db_earthquakes_of_Russia
2011-11-21,13:37:55,71.69,129.1,,2.3,M,db_earthquakes_of_Russia
2011-11-27,10:24:17,73.81,134.42,,2.5,M,db_earthquakes_of_Russia
2011-12-04,08:56:40,72.23,130.19,,1.9,M,db_earthquakes_of_Russia
2011-12-04,09:04:27,72.22,130.04,,2.2,M,db_earthquakes_of_Russia
2011-12-08,07:56:32,75.05,142.53,,2.4,M,db_earthquakes_of_Russia
2011-12-10,09:04:53,72.15,122.27,10.0,3.2,M,db_earthquakes_of_Russia
2011-12-10,09:26:29,72.71,122.2,20.0,2.6,M,db_earthquakes_of_Russia
2011-12-27,20:25:39,73.89,131.79,,2.8,M,db_earthquakes_of_Russia
2012-01-31,19:34:20,70.31,130.57,,1.8,M,db_earthquakes_of_Russia
2012-02-01,13:39:37,72.92,139.04,,1.9,M,db_earthquakes_of_Russia
2012-02-03,10:20:53,73.43,135.53,,2.4,M,db_earthquakes_of_Russia
2012-03-20,07:47:33,72.83,135.88,13.0,2.3,M,db_earthquakes_of_Russia
2012-03-24,23:12:45,74.42,135.67,,2.6,M,db_earthquakes_of_Russia
2012-04-02,20:26:27,70.78,131.96,,1.9,M,db_earthquakes_of_Russia
2012-04-03,01:36:17,71.03,131.69,,1.8,M,db_earthquakes_of_Russia
2012-04-05,04:53:12,71.01,129.28,,2.3,M,db_earthquakes_of_Russia
2012-04-05,18:42:33,74.8776,136.4507,41.4053,4.55,mb,ISC
2012-04-06,00:41:27,74.79,136.79,,2.2,M,db_earthquakes_of_Russia
2012-04-07,00:12:19,75.135,136.429,10.0,4.4,mb,USGS
2012-04-07,00:15:00,74.8066,136.7595,10.0,3.87,mb,ISC
2012-04-07,10:39:23,74.61,136.94,,2.6,M,db_earthquakes_of_Russia
2012-04-13,21:54:55,72.41,138.34,,1.8,M,db_earthquakes_of_Russia
2012-04-16,13:56:49,79.7141,123.9943,10.0,3.65,mb,ISC
2012-04-19,18:29:35,70.15,128.33,,2.1,M,db_earthquakes_of_Russia
2012-04-22,15:12:32,74.0,140.0,,1.8,M,db_earthquakes_of_Russia
2012-05-20,04:34:48,70.34,130.98,,1.9,M,db_earthquakes_of_Russia
2012-05-23,05:00:01,74.19,129.72,,2.3,M,db_earthquakes_of_Russia
2012-06-28,04:04:24,74.87,135.73,,2.3,M,db_earthquakes_of_Russia
2012-07-06,08:11:04,77.64399999999999,127.0148,10.0,3.58,mb,ISC
2012-07-27,14:01:27,79.1154,123.9758,10.0,4.36,mb,ISC
2012-07-31,15:00:57,70.08,133.95,,2.0,M,db_earthquakes_of_Russia
2012-08-11,03:32:20,72.9,135.98,,2.0,M,db_earthquakes_of_Russia
2012-09-01,16:26:05,72.42,135.02,,1.9,M,db_earthquakes_of_Russia
2012-09-02,22:25:53,73.69,125.59,,2.0,M,db_earthquakes_of_Russia
2012-09-04,00:44:55,72.28,134.77,,1.8,M,db_earthquakes_of_Russia
2012-09-11,14:39:39,73.0,136.12,,2.8,M,db_earthquakes_of_Russia
2012-09-11,14:46:26,73.06,136.24,,2.3,M,db_earthquakes_of_Russia
2012-10-01,17:07:00,72.83,136.17,,2.8,M,db_earthquakes_of_Russia
2012-10-04,03:31:12,71.55,132.86,,2.2,M,db_earthquakes_of_Russia
2012-10-29,16:57:42,71.49,140.07,,2.3,M,db_earthquakes_of_Russia
2012-11-03,03:23:11,72.8,135.41,,2.0,M,db_earthquakes_of_Russia
2012-11-15,14:59:57,71.26,131.01,,2.1,M,db_earthquakes_of_Russia
2012-11-23,03:10:11,72.14,130.59,,2.5,M,db_earthquakes_of_Russia
2012-11-25,03:12:44,72.63,123.75,,2.4,M,db_earthquakes_of_Russia
2012-12-14,05:17:33,79.9804,121.0455,0.0,3.4,mb,ISC
2012-12-16,19:13:20,71.02,141.02,,2.7,M,db_earthquakes_of_Russia
2013-01-13,15:55:24,73.64,128.87,11.0,2.0,M,db_earthquakes_of_Russia
2013-02-01,19:20:09,72.89,123.78,,2.6,M,db_earthquakes_of_Russia
2013-02-07,03:33:48,74.318,129.947,10.0,4.3,mb,USGS
2013-02-07,18:34:59,73.87,136.28,12.0,2.5,M,db_earthquakes_of_Russia
2013-02-14,06:26:03,70.3,141.11,,2.4,M,db_earthquakes_of_Russia
2013-03-18,00:42:42,71.89,133.29,17.0,2.9,M,db_earthquakes_of_Russia
2013-03-22,06:39:15,77.9014,126.4874,10.0,4.24,mb,ISC
2013-04-11,20:01:09,74.1099,129.6209,10.0,3.91,mb,ISC
2013-04-16,00:36:11,72.85,136.09,20.0,3.4,M,db_earthquakes_of_Russia
2013-04-24,05:26:14,70.42,131.54,,2.3,M,db_earthquakes_of_Russia
2013-04-26,05:43:52,70.41,141.06,18.0,2.7,M,db_earthquakes_of_Russia
2013-04-27,06:33:52,70.82,140.27,18.0,2.9,M,db_earthquakes_of_Russia
2013-04-30,16:21:09,75.2738,116.4306,10.0,3.4,mb,ISC
2013-05-02,09:08:31,73.9,130.05,2.0,2.7,M,db_earthquakes_of_Russia
2013-05-02,09:18:15,73.86,129.95,,2.1,M,db_earthquakes_of_Russia
2013-05-26,20:41:10,70.1,146.13,,1.9,M,db_earthquakes_of_Russia
2013-05-27,17:46:09,71.28,130.59,,2.1,M,db_earthquakes_of_Russia
2013-06-27,21:14:43,74.4374,133.1593,10.0,3.65,mb,ISC
2013-07-08,12:24:46,71.73,137.07,20.0,2.8,M,db_earthquakes_of_Russia
2013-08-07,18:29:13,75.9508,132.3474,10.0,4.5,mb,USGS
2013-08-20,02:33:44,75.81,127.41,,3.2,M,db_earthquakes_of_Russia
2013-09-09,19:04:18,76.2069,133.4011,14.47,4.6,mb,USGS
2013-09-28,14:37:33,77.168,129.6752,10.06,4.6,mb,USGS
2013-10-03,22:11:52,76.4711,130.6313,0.0,3.6,mb,ISC
2013-10-04,21:09:42,77.0579,129.7242,0.0,3.6,mb,ISC
2013-12-02,06:12:53,76.05,123.99,10.0,2.7,M,db_earthquakes_of_Russia
2013-12-10,19:18:32,76.1,123.99,,2.7,M,db_earthquakes_of_Russia
2013-12-18,06:59:13,72.17,127.53,24.0,2.1,M,db_earthquakes_of_Russia
2013-12-24,16:43:33,73.4,125.03,5.0,2.0,M,db_earthquakes_of_Russia
2014-01-01,14:46:31,73.18,132.46,22.0,3.2,M,db_earthquakes_of_Russia
2014-01-03,19:09:27,72.2186,128.9529,23.0,2.8,ML,ISC
2014-01-14,03:43:05,78.8131,125.9616,10.0,3.5,mb,ISC
2014-01-21,10:32:21,71.9033,128.0312,5.0,0.5,ML,ISC
2014-01-25,19:48:58,72.5453,129.4174,5.0,1.2,ML,ISC
2014-02-20,04:40:12,70.3883,143.4504,15.0,1.5,ML,ISC
2014-03-03,09:56:12,70.7772,139.9411,22.0,3.5,ML,ISC
2014-03-27,09:26:57,72.6885,126.53,13.0,2.4,ML,ISC
2014-04-01,02:29:59,73.5669,126.0225,4.0,2.5,ML,ISC
2014-04-04,23:13:58,73.48,125.54,,2.4,M,db_earthquakes_of_Russia
2014-04-11,13:27:08,74.31,132.3,10.0,3.1,M,db_earthquakes_of_Russia
2014-04-12,05:08:07,72.6794,123.5456,10.0,1.3,ML,ISC
2014-04-14,03:52:25,73.3521,124.8066,10.0,3.57,mb,ISC
2014-04-14,06:45:05,72.5432,123.3482,10.0,2.0,ML,ISC
2014-04-14,09:03:26,72.5485,123.3933,10.0,1.9,ML,ISC
2014-04-14,11:07:09,72.48,123.51,,1.9,M,db_earthquakes_of_Russia
2014-04-14,11:10:33,72.6403,123.4439,0.0,1.2,ML,ISC
2014-04-14,19:40:38,72.5319,123.5254,10.0,1.0,ML,ISC
2014-04-15,12:20:17,72.7673,123.7382,10.0,1.5,ML,ISC
2014-04-17,05:25:03,72.71,123.58,15.0,1.9,M,db_earthquakes_of_Russia
2014-04-17,10:04:39,72.6101,123.715,3.0,2.7,ML,ISC
2014-04-18,04:07:31,72.63,123.6,7.0,1.8,M,db_earthquakes_of_Russia
2014-04-19,00:51:52,73.1,124.33,5.0,3.0,M,db_earthquakes_of_Russia
2014-04-20,19:21:05,72.93,124.01,10.0,2.3,M,db_earthquakes_of_Russia
2014-04-20,19:33:04,72.837,123.7142,10.0,1.3,ML,ISC
2014-04-20,21:54:56,72.9136,123.18799999999999,5.0,1.1,ML,ISC
2014-04-24,22:03:41,71.7502,136.8352,10.0,2.0,ML,ISC
2014-04-25,10:32:43,70.15,130.77,10.0,1.8,M,db_earthquakes_of_Russia
2014-04-28,07:06:42,72.54,125.02,10.0,2.1,M,db_earthquakes_of_Russia
2014-04-28,07:30:08,72.5649,123.5946,10.0,1.0,ML,ISC
2014-05-02,02:36:39,70.7075,138.3439,10.0,1.5,ML,ISC
2014-05-20,07:17:37,72.1493,130.0121,10.0,1.8,ML,ISC
2014-05-21,23:17:12,71.0,130.91,10.0,2.0,M,db_earthquakes_of_Russia
2014-05-22,18:26:22,72.2949,125.5177,10.0,0.8,ML,ISC
2014-05-25,16:23:39,71.3684,131.9216,3.0,1.6,ML,ISC
2014-05-29,05:07:33,70.8144,140.0522,10.0,4.71,mb,ISC
2014-05-29,18:38:13,70.8129,140.1187,5.0,1.4,ML,ISC
2014-05-30,05:53:17,70.7956,139.9579,10.0,2.2,ML,ISC
2014-06-01,08:52:44,74.92,133.37,10.0,3.0,M,db_earthquakes_of_Russia
2014-06-09,13:13:09,72.93,126.21,15.0,2.5,M,db_earthquakes_of_Russia
2014-06-14,14:48:57,70.8612,137.765,9.0,2.9,ML,ISC
2014-06-18,17:36:07,70.243,125.32,10.0,1.5,ML,ISC
2014-06-21,14:37:28,74.5,134.23,27.0,2.4,M,db_earthquakes_of_Russia
2014-06-22,09:59:07,72.8929,125.0144,10.0,2.2,ML,ISC
2014-06-22,23:58:23,78.5264,125.8323,10.5713,4.82,mb,ISC
2014-06-23,03:01:58,70.8805,136.2175,18.0,1.7,ML,ISC
2014-06-23,05:52:04,71.51,130.83,20.0,2.9,M,db_earthquakes_of_Russia
2014-06-27,04:42:18,72.146,134.3834,10.0,1.6,ML,ISC
2014-06-29,03:51:56,72.1988,126.3882,10.0,1.4,ML,ISC
2014-07-13,09:04:26,77.2387,125.8371,10.0,3.41,mb,ISC
2014-08-03,20:59:30,72.4049,135.2059,15.0,1.4,ML,ISC
2014-08-13,13:23:20,73.26,134.67,10.0,2.2,M,db_earthquakes_of_Russia
2014-08-15,11:33:19,72.41,134.84,10.0,2.2,M,db_earthquakes_of_Russia
2014-11-01,16:36:04,72.5,124.72,,2.4,M,db_earthquakes_of_Russia
2014-11-13,09:32:54,72.47,124.67,10.0,2.4,M,db_earthquakes_of_Russia
2014-11-17,13:34:11,71.34,130.56,10.0,2.3,M,db_earthquakes_of_Russia
2014-11-26,04:26:48,73.3,130.63,10.0,2.9,M,db_earthquakes_of_Russia
2014-12-07,11:51:13,74.34,137.79,11.0,2.3,M,db_earthquakes_of_Russia
2014-12-10,18:40:46,73.08,129.51,11.0,2.1,M,db_earthquakes_of_Russia
2014-12-12,07:42:57,74.2143,130.4642,10.0,4.4,mb,USGS
2014-12-24,08:15:28,70.79,128.84,10.0,3.0,M,db_earthquakes_of_Russia
2014-12-24,12:45:46,77.2041,132.4183,10.0,3.57,mb,ISC
2015-01-06,22:54:50,70.76,137.33,23.0,1.8,M,db_earthquakes_of_Russia
2015-01-18,11:33:39,70.98,137.64,10.0,1.9,M,db_earthquakes_of_Russia
2015-01-21,17:14:55,73.28,131.26,15.0,2.1,M,db_earthquakes_of_Russia
2015-02-16,05:49:27,70.24,132.18,15.0,2.3,M,db_earthquakes_of_Russia
2015-02-22,08:16:39,70.05,142.48,10.0,2.1,M,db_earthquakes_of_Russia
2015-03-09,18:36:32,70.1,127.98,10.0,2.3,M,db_earthquakes_of_Russia
2015-03-11,12:58:09,72.21,127.99,26.0,2.3,M,db_earthquakes_of_Russia
2015-03-15,00:45:25,71.54,137.84,20.0,1.9,M,db_earthquakes_of_Russia
2015-04-09,14:49:16,71.87,124.91,10.0,2.5,M,db_earthquakes_of_Russia
2015-05-07,22:37:08,70.0176,138.1004,10.0,3.97,mb,ISC
2015-05-08,06:50:54,70.01,138.18,10.0,2.3,M,db_earthquakes_of_Russia
2015-05-10,15:52:43,72.92,125.08,10.0,1.9,M,db_earthquakes_of_Russia
2015-05-21,22:31:47,74.16,132.97,,2.3,M,db_earthquakes_of_Russia
2015-05-22,18:13:11,74.49,133.85,10.0,2.3,M,db_earthquakes_of_Russia
2015-05-24,22:52:38,72.35,123.11,10.0,2.4,M,db_earthquakes_of_Russia
2015-05-26,04:41:29,74.6,111.97,15.0,4.1,M,db_earthquakes_of_Russia
2015-06-02,14:38:50,71.6,132.86,10.0,2.0,M,db_earthquakes_of_Russia
2015-06-10,05:25:53,72.4,133.4,10.0,2.1,M,db_earthquakes_of_Russia
2015-06-10,06:02:52,72.3,133.74,10.0,2.1,M,db_earthquakes_of_Russia
2015-06-12,09:53:33,72.75,122.66,7.0,2.0,M,db_earthquakes_of_Russia
2015-06-17,00:33:02,71.49,130.82,10.0,2.5,M,db_earthquakes_of_Russia
2015-06-19,06:29:24,74.16,116.36,10.0,2.4,M,db_earthquakes_of_Russia
2015-07-03,14:57:15,72.6,123.62,,2.5,M,db_earthquakes_of_Russia
2015-07-04,17:27:14,73.74,116.94,19.0,2.4,M,db_earthquakes_of_Russia
2015-07-04,17:36:13,75.6,127.8,15.0,2.6,M,db_earthquakes_of_Russia
2015-07-20,14:41:40,74.01,132.4,10.0,2.6,M,db_earthquakes_of_Russia
2015-07-27,09:20:43,71.21,140.02,10.0,2.1,M,db_earthquakes_of_Russia
2015-08-09,08:42:19,70.67,137.09,5.0,2.4,M,db_earthquakes_of_Russia
2015-08-09,10:11:23,74.53,136.93,10.0,3.1,M,db_earthquakes_of_Russia
2015-08-14,20:36:48,70.05,131.99,10.0,1.8,M,db_earthquakes_of_Russia
2015-09-03,14:20:37,72.19,127.96,10.0,2.4,M,db_earthquakes_of_Russia
2015-09-08,13:27:01,72.2,126.25,10.0,2.0,M,db_earthquakes_of_Russia
2015-09-10,12:41:46,70.2498,128.3024,21.58,4.6,mb,USGS
2015-09-16,09:23:26,72.66,132.25,10.0,2.4,M,db_earthquakes_of_Russia
2015-09-19,02:03:19,71.96,128.98,10.0,2.1,M,db_earthquakes_of_Russia
2015-09-30,04:47:11,74.8326,134.0855,15.26,4.3,mb,USGS
2015-10-14,05:57:18,70.83,129.43,14.0,2.2,M,db_earthquakes_of_Russia
2015-10-21,19:30:57,72.5,122.87,10.0,2.3,M,db_earthquakes_of_Russia
2015-11-05,19:01:00,73.73,127.04,15.0,1.9,M,db_earthquakes_of_Russia
2015-11-05,20:52:32,73.19,116.64,10.0,2.0,M,db_earthquakes_of_Russia
2015-11-11,18:01:01,72.12,143.28,10.0,2.2,M,db_earthquakes_of_Russia
2015-11-15,06:14:27,71.79,141.96,10.0,2.1,M,db_earthquakes_of_Russia
2015-11-17,09:04:52,73.31,143.36,10.0,2.7,M,db_earthquakes_of_Russia
2015-11-17,16:50:07,70.76,139.69,10.0,1.8,M,db_earthquakes_of_Russia
2015-11-19,16:35:35,73.16,144.5,10.0,2.4,M,db_earthquakes_of_Russia
2015-11-24,17:41:49,73.49,126.65,15.0,1.8,M,db_earthquakes_of_Russia
2015-11-29,21:05:45,73.43,117.49,10.0,2.7,M,db_earthquakes_of_Russia
2015-11-29,23:09:19,74.18,137.05,21.0,2.4,M,db_earthquakes_of_Russia
2015-11-30,05:20:00,75.92,131.22,5.0,2.7,M,db_earthquakes_of_Russia
2015-12-01,04:58:03,75.56,134.52,10.0,2.7,M,db_earthquakes_of_Russia
2015-12-02,01:14:10,74.28,136.01,10.0,2.3,M,db_earthquakes_of_Russia
2015-12-04,02:23:29,75.81,127.66,10.0,2.3,M,db_earthquakes_of_Russia
2015-12-06,19:55:05,72.62,116.8,10.0,2.6,M,db_earthquakes_of_Russia
2015-12-12,07:11:24,71.14,142.49,26.0,3.0,M,db_earthquakes_of_Russia
2015-12-23,15:28:44,73.2,131.85,10.0,2.1,M,db_earthquakes_of_Russia
2015-12-24,18:14:53,72.33,124.7,10.0,2.4,M,db_earthquakes_of_Russia
2015-12-29,17:29:14,71.72,130.57,10.0,2.2,M,db_earthquakes_of_Russia
2016-01-07,09:50:07,74.3,131.81,5.0,1.9,M,db_earthquakes_of_Russia
2016-01-17,01:53:34,72.07,127.98,10.0,2.4,M,db_earthquakes_of_Russia
2016-01-21,03:45:43,71.92,129.16,10.0,2.2,M,db_earthquakes_of_Russia
2016-02-02,11:57:19,72.25,125.67,30.0,2.1,M,db_earthquakes_of_Russia
2016-02-04,09:35:26,71.74,127.45,29.0,1.8,M,db_earthquakes_of_Russia
2016-02-12,05:31:08,71.53,129.05,6.0,2.4,M,db_earthquakes_of_Russia
2016-02-12,05:37:18,71.64,129.05,5.0,1.8,M,db_earthquakes_of_Russia
2016-02-13,22:35:19,70.18,137.65,16.0,2.1,M,db_earthquakes_of_Russia
2016-02-14,19:09:14,70.14,129.32,18.0,2.1,M,db_earthquakes_of_Russia
2016-02-20,18:22:24,74.38,133.3,17.0,2.3,M,db_earthquakes_of_Russia
2016-02-21,03:56:46,74.42,133.05,29.0,2.4,M,db_earthquakes_of_Russia
2016-03-05,05:31:10,74.19,132.38,10.0,2.3,M,db_earthquakes_of_Russia
2016-03-09,19:05:07,74.8268,134.511,14.53,4.0,mb,USGS
2016-03-22,17:01:24,71.97,126.94,11.0,2.3,M,db_earthquakes_of_Russia
2016-03-26,14:36:27,72.56,126.01,29.0,1.9,M,db_earthquakes_of_Russia
2016-03-29,15:46:11,70.45,133.91,6.0,2.1,M,db_earthquakes_of_Russia
2016-03-30,11:20:07,71.43,130.52,21.0,2.9,M,db_earthquakes_of_Russia
2016-04-15,06:21:20,72.84,126.58,10.0,2.7,M,db_earthquakes_of_Russia
2016-04-15,14:06:31,72.74,134.93,10.0,2.0,M,db_earthquakes_of_Russia
2016-04-24,19:00:07,72.45,132.28,18.0,1.8,M,db_earthquakes_of_Russia
2016-05-28,07:27:03,70.15,146.04,10.0,1.8,M,db_earthquakes_of_Russia
2016-06-08,22:25:20,72.19,130.07,2.0,1.8,M,db_earthquakes_of_Russia
2016-06-09,17:03:50,70.16,137.94,10.0,1.9,M,db_earthquakes_of_Russia
2016-06-19,21:41:20,74.545,132.6589,10.0,3.62,mb,ISC
2016-07-23,11:03:45,70.55,131.9,10.0,2.6,M,db_earthquakes_of_Russia
2016-07-26,12:21:41,71.84,130.36,15.0,2.1,M,db_earthquakes_of_Russia
2016-08-17,08:28:17,73.9196,114.5735,0.0,3.6,mb,ISC
2016-08-19,09:59:27,71.54,129.25,36.0,4.0,M,db_earthquakes_of_Russia
2016-08-20,15:06:15,71.89,129.85,15.0,2.4,M,db_earthquakes_of_Russia
2016-08-20,19:04:45,72.16,126.53,15.0,1.9,M,db_earthquakes_of_Russia
2016-08-23,06:52:09,70.77,129.75,25.0,2.4,M,db_earthquakes_of_Russia
2016-08-24,15:10:25,71.53,130.6,15.0,2.1,M,db_earthquakes_of_Russia
2016-08-30,02:36:23,72.1,132.57,15.0,2.4,M,db_earthquakes_of_Russia
2016-08-31,15:54:20,71.71,132.15,27.0,1.9,M,db_earthquakes_of_Russia
2016-09-04,15:37:45,72.32,122.78,20.0,2.6,M,db_earthquakes_of_Russia
2016-09-14,15:10:31,71.37,131.53,25.0,1.8,M,db_earthquakes_of_Russia
2016-10-29,08:50:30,74.64399999999999,133.7944,0.0,3.5,mb,ISC
2016-10-30,13:22:39,72.52,126.41,,2.1,M,db_earthquakes_of_Russia
2016-11-05,06:29:07,72.3,129.79,19.0,1.9,M,db_earthquakes_of_Russia
2016-11-05,08:03:34,72.3,129.77,10.0,1.8,M,db_earthquakes_of_Russia
2016-11-05,10:32:46,72.28,129.64,10.0,1.9,M,db_earthquakes_of_Russia
2016-11-17,03:48:02,73.06,126.6,30.0,1.9,M,db_earthquakes_of_Russia
2016-11-24,15:03:07,75.74,127.79,10.0,2.8,M,db_earthquakes_of_Russia
2016-11-24,22:48:38,72.49,124.47,10.0,2.2,M,db_earthquakes_of_Russia
2016-11-24,22:50:45,72.7583,124.6821,10.0,4.0,mb,USGS
2016-11-24,23:02:57,72.53,124.48,10.0,2.4,M,db_earthquakes_of_Russia
2016-11-25,00:19:24,72.58,124.5,10.0,2.3,M,db_earthquakes_of_Russia
2016-11-25,02:19:30,72.55,124.8,10.0,1.9,M,db_earthquakes_of_Russia
2016-11-25,02:47:36,72.54,124.61,10.0,1.8,M,db_earthquakes_of_Russia
2016-11-25,05:17:28,73.0,126.66,10.0,2.4,M,db_earthquakes_of_Russia
2016-11-25,05:53:38,72.43,124.65,10.0,2.2,M,db_earthquakes_of_Russia
2016-11-25,06:19:02,72.5,124.84,10.0,2.5,M,db_earthquakes_of_Russia
2016-11-28,13:02:08,73.32,116.53,10.0,2.3,M,db_earthquakes_of_Russia
2016-12-01,21:54:08,70.05,129.29,10.0,2.0,M,db_earthquakes_of_Russia
2016-12-10,01:45:37,74.47,133.18,21.0,2.7,M,db_earthquakes_of_Russia
2017-01-14,18:58:38,70.63,139.03,10.0,1.8,M,db_earthquakes_of_Russia
2017-01-30,09:15:04,70.61,146.09,12.0,2.3,M,db_earthquakes_of_Russia
2017-02-08,15:02:28,70.84,139.98,12.0,2.1,M,db_earthquakes_of_Russia
2017-02-08,20:25:10,70.87,140.11,12.0,1.8,M,db_earthquakes_of_Russia
2017-02-11,10:57:12,72.04,127.79,10.0,1.9,M,db_earthquakes_of_Russia
2017-02-13,03:18:54,70.33,141.46,10.0,2.2,M,db_earthquakes_of_Russia
2017-02-23,07:47:12,74.4033,114.0561,10.0,4.21,mb,ISC
2017-02-26,23:37:23,73.26,125.48,10.0,1.9,M,db_earthquakes_of_Russia
2017-03-01,22:42:36,72.64,125.34,14.0,2.7,M,db_earthquakes_of_Russia
2017-03-02,13:59:57,72.71,124.8,20.0,1.8,M,db_earthquakes_of_Russia
2017-03-02,23:35:19,71.93,130.3,14.0,2.3,M,db_earthquakes_of_Russia
2017-03-04,15:48:47,71.34,131.1,26.0,1.9,M,db_earthquakes_of_Russia
2017-03-04,21:35:01,72.68,124.73,26.0,2.3,M,db_earthquakes_of_Russia
2017-03-07,04:47:20,72.68,125.07,10.0,2.0,M,db_earthquakes_of_Russia
2017-03-09,17:39:23,70.35,128.05,10.0,2.2,M,db_earthquakes_of_Russia
2017-03-12,04:16:39,71.96,128.05,15.0,2.0,M,db_earthquakes_of_Russia
2017-03-12,07:59:39,70.1,127.46,15.0,2.1,M,db_earthquakes_of_Russia
2017-03-14,03:02:01,72.64,128.01,15.0,2.7,M,db_earthquakes_of_Russia
2017-03-14,04:47:04,72.18,127.2,15.0,2.2,M,db_earthquakes_of_Russia
2017-03-19,08:57:59,71.64,129.26,2.0,2.3,M,db_earthquakes_of_Russia
2017-03-19,09:18:08,71.63,129.16,3.0,2.1,M,db_earthquakes_of_Russia
2017-03-19,10:21:16,71.65,129.27,2.0,1.8,M,db_earthquakes_of_Russia
2017-03-21,14:02:55,71.65,129.25,3.0,1.8,M,db_earthquakes_of_Russia
2017-03-27,09:46:32,71.65,129.3,2.0,2.2,M,db_earthquakes_of_Russia
2017-04-08,10:04:44,72.58,124.88,10.0,2.0,M,db_earthquakes_of_Russia
2017-04-09,08:56:47,73.27,128.55,29.0,2.1,M,db_earthquakes_of_Russia
2017-04-16,18:21:04,72.9,125.22,10.0,2.4,M,db_earthquakes_of_Russia
2017-04-18,15:00:11,72.86,124.96,10.0,2.0,M,db_earthquakes_of_Russia
2017-05-05,17:34:11,71.56,130.67,10.0,1.8,M,db_earthquakes_of_Russia
2017-05-06,18:37:39,72.5,125.48,10.0,2.3,M,db_earthquakes_of_Russia
2017-06-09,17:36:15,71.38,137.95,10.0,2.5,M,db_earthquakes_of_Russia
2017-07-08,17:05:17,71.83,130.18,10.0,2.1,M,db_earthquakes_of_Russia
2017-07-15,19:18:11,72.07,131.66,10.0,1.8,M,db_earthquakes_of_Russia
2017-09-14,08:24:51,71.99,128.0,10.0,1.8,M,db_earthquakes_of_Russia
